,first_name,last_name,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation,Rank,age,age_group,RA_CODE_2016,RA_NAME_2016,RATIO,PERCENTAGE,Profit
51,Melba,Spellacy,Female,38,Health,Mass Customer,No,4,0591 Anzinger Circle,2232,NSW,10,14,45.0,40-49,11.0,Inner Regional Australia,0.0007292,0.072921,346.06989557163996
52,Odessa,Mc Andrew,Female,97,Property,Mass Customer,No,8,31756 Meadow Valley Lane,2232,NSW,10,54,40.0,30-39,10.0,Major Cities of Australia,0.9992708,99.927079,584.1486044283599
53,Odessa,Mc Andrew,Female,97,Property,Mass Customer,No,8,31756 Meadow Valley Lane,2232,NSW,10,54,40.0,30-39,11.0,Inner Regional Australia,0.0007292,0.072921,444.38699557163994
54,Bengt,Bilson,Male,26,Manufacturing,High Net Worth,No,11,67 Grayhawk Circle,2232,NSW,10,99,49.0,40-49,10.0,Major Cities of Australia,0.9992708,99.927079,532.12220442836
55,Bengt,Bilson,Male,26,Manufacturing,High Net Worth,No,11,67 Grayhawk Circle,2232,NSW,10,99,49.0,40-49,11.0,Inner Regional Australia,0.0007292,0.072921,392.36059557164
56,Muffin,Grigolon,Male,7,Telecommunications,Mass Customer,No,12,4597 Marcy Point,2232,NSW,10,361,42.0,40-49,10.0,Major Cities of Australia,0.9992708,99.927079,564.06720442836
57,Muffin,Grigolon,Male,7,Telecommunications,Mass Customer,No,12,4597 Marcy Point,2232,NSW,10,361,42.0,40-49,11.0,Inner Regional Australia,0.0007292,0.072921,424.30559557163997
58,Aloysius,Glowacz,Male,72,Financial Services,Affluent Customer,No,18,07 Susan Lane,2232,NSW,10,396,42.0,40-49,10.0,Major Cities of Australia,0.9992708,99.927079,478.79620442836
59,Aloysius,Glowacz,Male,72,Financial Services,Affluent Customer,No,18,07 Susan Lane,2232,NSW,10,396,42.0,40-49,11.0,Inner Regional Australia,0.0007292,0.072921,339.03459557163995
60,Simonette,Borsi,Female,4,Manufacturing,Affluent Customer,Yes,6,66 Hoffman Court,2232,NSW,8,760,31.0,30-39,10.0,Major Cities of Australia,0.9992708,99.927079,423.19800442836004
61,Simonette,Borsi,Female,4,Manufacturing,Affluent Customer,Yes,6,66 Hoffman Court,2232,NSW,8,760,31.0,30-39,11.0,Inner Regional Australia,0.0007292,0.072921,283.43639557164
62,Deirdre,Sturgeon,Female,11,Retail,Mass Customer,Yes,9,7 Sycamore Terrace,2232,NSW,10,760,56.0,50-59,10.0,Major Cities of Australia,0.9992708,99.927079,607.25150442836
63,Deirdre,Sturgeon,Female,11,Retail,Mass Customer,Yes,9,7 Sycamore Terrace,2232,NSW,10,760,56.0,50-59,11.0,Inner Regional Australia,0.0007292,0.072921,467.48989557164
64,Ansell,Tolhurst,Male,77,Manufacturing,Affluent Customer,No,22,13 Montana Place,2232,NSW,10,797,72.0,70+,10.0,Major Cities of Australia,0.9992708,99.927079,645.21600442836
65,Ansell,Tolhurst,Male,77,Manufacturing,Affluent Customer,No,22,13 Montana Place,2232,NSW,10,797,72.0,70+,11.0,Inner Regional Australia,0.0007292,0.072921,505.45439557163996
66,Beverly,Domnick,Female,56,IT,Mass Customer,No,9,8 Burning Wood Junction,2232,NSW,10,977,83.0,70+,10.0,Major Cities of Australia,0.9992708,99.927079,660.39250442836
67,Beverly,Domnick,Female,56,IT,Mass Customer,No,9,8 Burning Wood Junction,2232,NSW,10,977,83.0,70+,11.0,Inner Regional Australia,0.0007292,0.072921,520.63089557164
68,Mandie,Feares,Female,32,Health,Mass Customer,No,10,39 Kedzie Pass,4053,QLD,8,14,57.0,50-59,30.0,Major Cities of Australia,1.0,100.0,592.7126
69,Zabrina,Margram,Female,87,Manufacturing,High Net Worth,Yes,11,1092 Kinsman Parkway,4053,QLD,8,515,57.0,50-59,30.0,Major Cities of Australia,1.0,100.0,702.8569999999999
70,Dukie,Swire,Male,88,Manufacturing,Affluent Customer,Yes,5,64 Granby Parkway,2500,NSW,8,16,67.0,60-69,10.0,Major Cities of Australia,1.0,100.0,680.1786999999999
71,Cobbie,Bruyett,Male,20,Financial Services,Mass Customer,Yes,20,8593 Prairie Rose Way,2500,NSW,8,674,65.0,60-69,10.0,Major Cities of Australia,1.0,100.0,597.7815
72,Marcelia,Monkleigh,Female,61,Manufacturing,Mass Customer,Yes,4,610 Swallow Street,4051,QLD,6,17,28.0,18-29,30.0,Major Cities of Australia,1.0,100.0,595.1726
73,Felice,Dechelette,Male,75,Entertainment,High Net Worth,No,3,4 Kingsford Trail,4051,QLD,4,928,24.0,18-29,30.0,Major Cities of Australia,1.0,100.0,494.8912
74,Winnifred,Beswetherick,Female,83,Financial Services,Mass Customer,No,14,61 4th Street,3040,VIC,10,17,45.0,40-49,20.0,Major Cities of Australia,1.0,100.0,552.218
75,Fitzgerald,Hellikes,Male,25,Health,Mass Customer,Yes,10,315 Center Park,3040,VIC,7,478,42.0,40-49,20.0,Major Cities of Australia,1.0,100.0,572.3438
76,Odilia,Quick,Female,65,Manufacturing,Affluent Customer,Yes,11,1550 Russell Way,2222,NSW,11,19,83.0,70+,10.0,Major Cities of Australia,1.0,100.0,677.7215
77,Karly,Willavize,Female,2,Manufacturing,High Net Worth,No,12,193 North Point,2190,NSW,10,19,67.0,60-69,10.0,Major Cities of Australia,1.0,100.0,535.9010999999999
78,Teddie,Burchill,Male,11,Manufacturing,Mass Customer,Yes,13,321 Raven Plaza,2161,NSW,9,21,53.0,50-59,10.0,Major Cities of Australia,1.0,100.0,596.9643
79,Joline,Skipperbottom,Female,59,Financial Services,High Net Worth,No,9,2 Warrior Crossing,2161,NSW,9,529,49.0,40-49,10.0,Major Cities of Australia,1.0,100.0,480.2049
80,Nanni,Girodias,Female,61,Retail,High Net Worth,No,16,74 Shopko Pass,2161,NSW,9,617,63.0,60-69,10.0,Major Cities of Australia,1.0,100.0,620.3747
81,Kellyann,Adshad,Female,62,Financial Services,Mass Customer,Yes,22,29 Tennyson Alley,2161,NSW,9,620,81.0,70+,10.0,Major Cities of Australia,1.0,100.0,665.8622999999999
82,Gaston,Dallaghan,Male,44,Financial Services,Mass Customer,Yes,8,656 Fuller Street,2783,NSW,7,21,28.0,18-29,10.0,Major Cities of Australia,1.0,100.0,489.88259999999997
83,Otis,Ottey,Male,26,Financial Services,Mass Customer,No,3,1562 Merchant Street,4744,QLD,4,23,24.0,18-29,32.0,Outer Regional Australia,1.0,100.0,523.8863
84,Tabbatha,Averill,Female,5,Financial Services,Affluent Customer,Yes,13,663 8th Parkway,2257,NSW,8,23,44.0,40-49,10.0,Major Cities of Australia,1.0,100.0,419.0348
85,Lorrie,Antonelli,Male,47,Financial Services,High Net Worth,Yes,17,06936 Bobwhite Circle,2257,NSW,7,57,39.0,30-39,10.0,Major Cities of Australia,1.0,100.0,507.4456
86,Brena,Schnitter,Female,78,Manufacturing,Mass Customer,No,4,67 Shelley Street,4703,QLD,5,25,39.0,30-39,31.0,Inner Regional Australia,0.976966,97.6965993,581.1234497022
87,Brena,Schnitter,Female,78,Manufacturing,Mass Customer,No,4,67 Shelley Street,4703,QLD,5,25,39.0,30-39,32.0,Outer Regional Australia,0.023034,2.3034007,542.9397502978001
88,Rourke,Gillbard,Male,11,Property,Mass Customer,No,17,75 Cordelia Trail,4817,QLD,4,26,76.0,70+,32.0,Outer Regional Australia,0.9936113,99.3611277,764.9974018122099
89,Rourke,Gillbard,Male,11,Property,Mass Customer,No,17,75 Cordelia Trail,4817,QLD,4,26,76.0,70+,33.0,Remote Australia,0.0063887,0.6388723,690.90579818779
90,Arleen,Casbolt,Female,48,Financial Services,Affluent Customer,Yes,13,41042 Lotheville Crossing,4817,QLD,1,36,46.0,40-49,32.0,Outer Regional Australia,0.9936113,99.3611277,581.2907018122099
91,Arleen,Casbolt,Female,48,Financial Services,Affluent Customer,Yes,13,41042 Lotheville Crossing,4817,QLD,1,36,46.0,40-49,33.0,Remote Australia,0.0063887,0.6388723,507.1990981877899
92,Dyane,Burwell,Female,19,Retail,Mass Customer,Yes,7,51 Hooker Court,2640,NSW,2,26,69.0,60-69,11.0,Inner Regional Australia,0.9973323,99.7332303,634.06672054791
93,Dyane,Burwell,Female,19,Retail,Mass Customer,Yes,7,51 Hooker Court,2640,NSW,2,26,69.0,60-69,12.0,Outer Regional Australia,0.0026677,0.2667697,591.35307945209
94,Vladimir,Westmerland,Male,18,Manufacturing,Mass Customer,Yes,18,102 Charing Cross Terrace,2640,NSW,4,338,65.0,60-69,11.0,Inner Regional Australia,0.9973323,99.7332303,618.9931205479099
95,Vladimir,Westmerland,Male,18,Manufacturing,Mass Customer,Yes,18,102 Charing Cross Terrace,2640,NSW,4,338,65.0,60-69,12.0,Outer Regional Australia,0.0026677,0.2667697,576.27947945209
96,Milty,Brauninger,Male,13,Financial Services,High Net Worth,No,11,54 6th Trail,2640,NSW,7,504,76.0,70+,11.0,Inner Regional Australia,0.9973323,99.7332303,534.4388205479099
97,Milty,Brauninger,Male,13,Financial Services,High Net Worth,No,11,54 6th Trail,2640,NSW,7,504,76.0,70+,12.0,Outer Regional Australia,0.0026677,0.2667697,491.72517945209
98,Flore,Cashen,Female,79,Health,High Net Worth,No,17,4 Vera Pass,2640,NSW,4,760,43.0,40-49,11.0,Inner Regional Australia,0.9973323,99.7332303,468.64312054791
99,Flore,Cashen,Female,79,Health,High Net Worth,No,17,4 Vera Pass,2640,NSW,4,760,43.0,40-49,12.0,Outer Regional Australia,0.0026677,0.2667697,425.92947945209
100,Claudine,Barstowk,Female,71,Property,High Net Worth,Yes,5,1859 Forest Circle,4000,QLD,11,26,55.0,50-59,30.0,Major Cities of Australia,1.0,100.0,695.7171999999999
101,Michal,Bryan,Female,1,Manufacturing,Mass Customer,Yes,16,4275 Bluestem Pass,4000,QLD,8,104,52.0,50-59,30.0,Major Cities of Australia,1.0,100.0,616.943
102,Barnebas,Apfel,Male,57,Manufacturing,Affluent Customer,Yes,2,05475 Elgar Place,4000,QLD,6,259,26.0,18-29,30.0,Major Cities of Australia,1.0,100.0,567.9834
103,Nady,Withinshaw,Female,96,Financial Services,High Net Worth,No,8,7 Brentwood Circle,4000,QLD,7,641,54.0,50-59,30.0,Major Cities of Australia,1.0,100.0,608.3278
104,Hamel,Curzey,Male,11,Financial Services,Mass Customer,Yes,9,6936 Homewood Avenue,4000,QLD,7,733,31.0,30-39,30.0,Major Cities of Australia,1.0,100.0,534.8013
105,Blinnie,Roze,Female,84,Entertainment,High Net Worth,No,11,44557 Rutledge Court,4171,QLD,7,26,61.0,60-69,30.0,Major Cities of Australia,1.0,100.0,603.1825
106,Renell,Earley,Female,5,Financial Services,Mass Customer,Yes,11,79 Manufacturers Plaza,4171,QLD,5,500,67.0,60-69,30.0,Major Cities of Australia,1.0,100.0,623.1945
107,Rhona,De Freyne,Female,45,Health,High Net Worth,No,8,11184 East Drive,3056,VIC,10,30,61.0,60-69,20.0,Major Cities of Australia,1.0,100.0,560.8519
108,Hanson,Eastes,Male,74,Manufacturing,Mass Customer,Yes,5,5735 Starling Plaza,3056,VIC,9,395,31.0,30-39,20.0,Major Cities of Australia,1.0,100.0,620.6247
109,Sharron,Claibourn,Female,62,Financial Services,High Net Worth,Yes,17,555 Hermina Avenue,2280,NSW,8,30,42.0,40-49,10.0,Major Cities of Australia,1.0,100.0,499.1647
110,Brien,Heaton,Male,70,Health,Mass Customer,Yes,12,8 Novick Trail,2470,NSW,2,32,70.0,60-69,11.0,Inner Regional Australia,0.9984119,99.8411855,658.7168846992299
111,Brien,Heaton,Male,70,Health,Mass Customer,Yes,12,8 Novick Trail,2470,NSW,2,32,70.0,60-69,12.0,Outer Regional Australia,0.0015881,0.1588145,615.76311530077
112,Jenny,Massy,Female,82,Telecommunications,Mass Customer,Yes,10,6 Meadow Ridge Pass,2470,NSW,2,715,58.0,50-59,11.0,Inner Regional Australia,0.9984119,99.8411855,680.1968846992299
113,Jenny,Massy,Female,82,Telecommunications,Mass Customer,Yes,10,6 Meadow Ridge Pass,2470,NSW,2,715,58.0,50-59,12.0,Outer Regional Australia,0.0015881,0.1588145,637.24311530077
114,Mikel,McNess,Male,71,Financial Services,Mass Customer,No,9,3 Pleasure Drive,4122,QLD,9,32,40.0,30-39,30.0,Major Cities of Australia,1.0,100.0,591.4493
115,Cristie,Bence,Female,49,Financial Services,High Net Worth,No,9,3413 Schmedeman Court,4122,QLD,8,828,21.0,18-29,30.0,Major Cities of Australia,1.0,100.0,437.86010000000005
116,Leeland,Borsi,Male,66,Telecommunications,High Net Worth,No,12,9 Stephen Center,4122,QLD,4,845,65.0,60-69,30.0,Major Cities of Australia,1.0,100.0,755.7937000000001
117,Maisie,Maddox,Female,27,Financial Services,Affluent Customer,No,20,8 Dennis Point,3226,VIC,9,32,44.0,40-49,21.0,Inner Regional Australia,1.0,100.0,408.0872
118,Guilbert,Bearns,Male,42,Financial Services,Mass Customer,Yes,5,47776 Packers Street,3226,VIC,8,845,39.0,30-39,21.0,Inner Regional Australia,1.0,100.0,533.7561999999999
119,Farlie,Petford,Male,76,Financial Services,High Net Worth,No,13,2330 Butternut Trail,2017,NSW,10,36,53.0,50-59,10.0,Major Cities of Australia,1.0,100.0,548.5529
120,Mitchell,MacCague,Male,58,Manufacturing,Mass Customer,No,15,240 Acker Avenue,3190,VIC,8,38,42.0,40-49,20.0,Major Cities of Australia,1.0,100.0,602.0377
121,Nico,Chadwick,Male,97,Financial Services,Affluent Customer,No,13,355 Roxbury Lane,3190,VIC,8,526,68.0,60-69,20.0,Major Cities of Australia,1.0,100.0,635.0649
122,Garik,Whitwell,Male,44,Property,Mass Customer,Yes,13,04 Dexter Way,3280,VIC,2,38,66.0,60-69,21.0,Inner Regional Australia,1.0,100.0,703.5237
123,Meriel,Tapp,Female,0,IT,Mass Customer,No,5,65 Milwaukee Hill,3280,VIC,2,114,26.0,18-29,21.0,Inner Regional Australia,1.0,100.0,399.57959999999997
124,Antonin,Britt,Male,64,Manufacturing,Affluent Customer,Yes,8,011 Northland Trail,2160,NSW,9,40,28.0,18-29,10.0,Major Cities of Australia,1.0,100.0,512.9499999999999
125,Kort,Disley,Male,66,Health,Mass Customer,Yes,7,76 Donald Trail,2160,NSW,9,219,43.0,40-49,10.0,Major Cities of Australia,1.0,100.0,585.5221
126,Sula,Thomann,Female,56,Financial Services,Mass Customer,No,6,7 Dayton Circle,2160,NSW,9,498,32.0,30-39,10.0,Major Cities of Australia,1.0,100.0,440.9213
127,Shepherd,Dutchburn,Male,33,Financial Services,High Net Worth,Yes,9,8970 Anhalt Junction,2160,NSW,9,575,45.0,40-49,10.0,Major Cities of Australia,1.0,100.0,513.9734
128,Vinny,Incogna,Female,73,Health,High Net Worth,No,10,8 Grayhawk Circle,2756,NSW,8,40,69.0,60-69,10.0,Major Cities of Australia,0.7364959,73.6495853,555.95856108203
129,Vinny,Incogna,Female,73,Health,High Net Worth,No,10,8 Grayhawk Circle,2756,NSW,8,40,69.0,60-69,11.0,Inner Regional Australia,0.2537579,25.3757869,473.56034744743
130,Vinny,Incogna,Female,73,Health,High Net Worth,No,10,8 Grayhawk Circle,2756,NSW,8,40,69.0,60-69,12.0,Outer Regional Australia,0.0097463,0.9746278,514.3281025917099
131,Valerie,Pickover,Female,34,Financial Services,Mass Customer,No,9,92214 Spenser Road,2756,NSW,8,78,56.0,50-59,10.0,Major Cities of Australia,0.7364959,73.6495853,474.62456108203
132,Valerie,Pickover,Female,34,Financial Services,Mass Customer,No,9,92214 Spenser Road,2756,NSW,8,78,56.0,50-59,11.0,Inner Regional Australia,0.2537579,25.3757869,392.22634744743
133,Valerie,Pickover,Female,34,Financial Services,Mass Customer,No,9,92214 Spenser Road,2756,NSW,8,78,56.0,50-59,12.0,Outer Regional Australia,0.0097463,0.9746278,432.99410259171003
134,Jeanne,Darte,Female,70,Financial Services,Mass Customer,Yes,11,3 Homewood Park,2756,NSW,7,206,66.0,60-69,10.0,Major Cities of Australia,0.7364959,73.6495853,590.93766108203
135,Jeanne,Darte,Female,70,Financial Services,Mass Customer,Yes,11,3 Homewood Park,2756,NSW,7,206,66.0,60-69,11.0,Inner Regional Australia,0.2537579,25.3757869,508.53944744742995
136,Jeanne,Darte,Female,70,Financial Services,Mass Customer,Yes,11,3 Homewood Park,2756,NSW,7,206,66.0,60-69,12.0,Outer Regional Australia,0.0097463,0.9746278,549.3072025917099
137,Kariotta,Naper,Female,8,Health,Mass Customer,No,21,87 Crescent Oaks Alley,2756,NSW,10,676,69.0,60-69,10.0,Major Cities of Australia,0.7364959,73.6495853,510.93426108203005
138,Kariotta,Naper,Female,8,Health,Mass Customer,No,21,87 Crescent Oaks Alley,2756,NSW,10,676,69.0,60-69,11.0,Inner Regional Australia,0.2537579,25.3757869,428.53604744743
139,Kariotta,Naper,Female,8,Health,Mass Customer,No,21,87 Crescent Oaks Alley,2756,NSW,10,676,69.0,60-69,12.0,Outer Regional Australia,0.0097463,0.9746278,469.30380259171005
140,Colene,Fishleigh,Female,24,Financial Services,Mass Customer,No,3,44 Darwin Lane,3149,VIC,10,42,36.0,30-39,20.0,Major Cities of Australia,1.0,100.0,455.6103
141,Genni,Fanstone,Female,25,Entertainment,Mass Customer,No,16,1 Fair Oaks Alley,3149,VIC,10,475,49.0,40-49,20.0,Major Cities of Australia,1.0,100.0,486.2932
142,Cliff,Philipsson,Male,82,Argiculture,Mass Customer,No,16,600 Artisan Drive,3149,VIC,10,500,55.0,50-59,20.0,Major Cities of Australia,1.0,100.0,587.8258
143,Neile,Argent,Female,79,Retail,Mass Customer,No,8,2548 Arrowood Pass,2024,NSW,10,42,75.0,70+,10.0,Major Cities of Australia,1.0,100.0,708.8631999999999
144,Pietra,Buckleigh,Female,9,Financial Services,High Net Worth,No,13,387 Dixon Alley,2024,NSW,10,85,72.0,70+,10.0,Major Cities of Australia,1.0,100.0,509.2072
