,first_name,last_name,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation,Rank,age,age_group,RA_CODE_2016,RA_NAME_2016,RATIO,PERCENTAGE,Profit
71,Cobbie,Bruyett,Male,20,Financial Services,Mass Customer,Yes,20,8593 Prairie Rose Way,2500,NSW,8,674,65.0,60-69,10.0,Major Cities of Australia,1.0,100.0,541.05245759196
72,Marcelia,Monkleigh,Female,61,Manufacturing,Mass Customer,Yes,4,610 Swallow Street,4051,QLD,6,17,28.0,18-29,30.0,Major Cities of Australia,1.0,100.0,568.29445803996
73,Felice,Dechelette,Male,75,Entertainment,High Net Worth,No,3,4 Kingsford Trail,4051,QLD,4,928,24.0,18-29,30.0,Major Cities of Australia,1.0,100.0,560.33474507898
74,Winnifred,Beswetherick,Female,83,Financial Services,Mass Customer,No,14,61 4th Street,3040,VIC,10,17,45.0,40-49,20.0,Major Cities of Australia,1.0,100.0,551.09435730796
75,Fitzgerald,Hellikes,Male,25,Health,Mass Customer,Yes,10,315 Center Park,3040,VIC,7,478,42.0,40-49,20.0,Major Cities of Australia,1.0,100.0,552.71366887596
76,Odilia,Quick,Female,65,Manufacturing,Affluent Customer,Yes,11,1550 Russell Way,2222,NSW,11,19,83.0,70+,10.0,Major Cities of Australia,1.0,100.0,549.807156386
77,Karly,Willavize,Female,2,Manufacturing,High Net Worth,No,12,193 North Point,2190,NSW,10,19,67.0,60-69,10.0,Major Cities of Australia,1.0,100.0,524.00829141898
78,Teddie,Burchill,Male,11,Manufacturing,Mass Customer,Yes,13,321 Raven Plaza,2161,NSW,9,21,53.0,50-59,10.0,Major Cities of Australia,1.0,100.0,544.94081583996
79,Joline,Skipperbottom,Female,59,Financial Services,High Net Worth,No,9,2 Warrior Crossing,2161,NSW,9,529,49.0,40-49,10.0,Major Cities of Australia,1.0,100.0,539.20158098698
80,Nanni,Girodias,Female,61,Retail,High Net Worth,No,16,74 Shopko Pass,2161,NSW,9,617,63.0,60-69,10.0,Major Cities of Australia,1.0,100.0,543.8107778789799
81,Kellyann,Adshad,Female,62,Financial Services,Mass Customer,Yes,22,29 Tennyson Alley,2161,NSW,9,620,81.0,70+,10.0,Major Cities of Australia,1.0,100.0,545.3091683879601
82,Gaston,Dallaghan,Male,44,Financial Services,Mass Customer,Yes,8,656 Fuller Street,2783,NSW,7,21,28.0,18-29,10.0,Major Cities of Australia,1.0,100.0,554.84759283596
83,Otis,Ottey,Male,26,Financial Services,Mass Customer,No,3,1562 Merchant Street,4744,QLD,4,23,24.0,18-29,32.0,Outer Regional Australia,1.0,100.0,555.48966840196
84,Tabbatha,Averill,Female,5,Financial Services,Affluent Customer,Yes,13,663 8th Parkway,2257,NSW,8,23,44.0,40-49,10.0,Major Cities of Australia,1.0,100.0,536.6906136980001
85,Lorrie,Antonelli,Male,47,Financial Services,High Net Worth,Yes,17,06936 Bobwhite Circle,2257,NSW,7,57,39.0,30-39,10.0,Major Cities of Australia,1.0,100.0,553.5488769229801
86,Brena,Schnitter,Female,78,Manufacturing,Mass Customer,No,4,67 Shelley Street,4703,QLD,5,25,39.0,30-39,31.0,Inner Regional Australia,0.976966,97.6965993,553.1809664969946
87,Brena,Schnitter,Female,78,Manufacturing,Mass Customer,No,4,67 Shelley Street,4703,QLD,5,25,39.0,30-39,32.0,Outer Regional Australia,0.023034,2.3034007,557.8040197949252
88,Rourke,Gillbard,Male,11,Property,Mass Customer,No,17,75 Cordelia Trail,4817,QLD,4,26,76.0,70+,32.0,Outer Regional Australia,0.9936113,99.3611277,546.6358421688867
89,Rourke,Gillbard,Male,11,Property,Mass Customer,No,17,75 Cordelia Trail,4817,QLD,4,26,76.0,70+,33.0,Remote Australia,0.0063887,0.6388723,544.4913697130332
90,Arleen,Casbolt,Female,48,Financial Services,Affluent Customer,Yes,13,41042 Lotheville Crossing,4817,QLD,1,36,46.0,40-49,32.0,Outer Regional Australia,0.9936113,99.3611277,564.4549708909268
91,Arleen,Casbolt,Female,48,Financial Services,Affluent Customer,Yes,13,41042 Lotheville Crossing,4817,QLD,1,36,46.0,40-49,33.0,Remote Australia,0.0063887,0.6388723,562.3104984350732
92,Dyane,Burwell,Female,19,Retail,Mass Customer,Yes,7,51 Hooker Court,2640,NSW,2,26,69.0,60-69,11.0,Inner Regional Australia,0.9973323,99.7332303,536.4569816488412
93,Dyane,Burwell,Female,19,Retail,Mass Customer,Yes,7,51 Hooker Court,2640,NSW,2,26,69.0,60-69,12.0,Outer Regional Australia,0.0026677,0.2667697,540.706451347079
94,Vladimir,Westmerland,Male,18,Manufacturing,Mass Customer,Yes,18,102 Charing Cross Terrace,2640,NSW,4,338,65.0,60-69,11.0,Inner Regional Australia,0.9973323,99.7332303,538.518083288841
95,Vladimir,Westmerland,Male,18,Manufacturing,Mass Customer,Yes,18,102 Charing Cross Terrace,2640,NSW,4,338,65.0,60-69,12.0,Outer Regional Australia,0.0026677,0.2667697,542.7675529870788
96,Milty,Brauninger,Male,13,Financial Services,High Net Worth,No,11,54 6th Trail,2640,NSW,7,504,76.0,70+,11.0,Inner Regional Australia,0.9973323,99.7332303,519.484020879861
97,Milty,Brauninger,Male,13,Financial Services,High Net Worth,No,11,54 6th Trail,2640,NSW,7,504,76.0,70+,12.0,Outer Regional Australia,0.0026677,0.2667697,523.7334905780989
98,Flore,Cashen,Female,79,Health,High Net Worth,No,17,4 Vera Pass,2640,NSW,4,760,43.0,40-49,11.0,Inner Regional Australia,0.9973323,99.7332303,541.209028275861
99,Flore,Cashen,Female,79,Health,High Net Worth,No,17,4 Vera Pass,2640,NSW,4,760,43.0,40-49,12.0,Outer Regional Australia,0.0026677,0.2667697,545.4584979740989
100,Claudine,Barstowk,Female,71,Property,High Net Worth,Yes,5,1859 Forest Circle,4000,QLD,11,26,55.0,50-59,30.0,Major Cities of Australia,1.0,100.0,567.19103790298
101,Michal,Bryan,Female,1,Manufacturing,Mass Customer,Yes,16,4275 Bluestem Pass,4000,QLD,8,104,52.0,50-59,30.0,Major Cities of Australia,1.0,100.0,547.05299840796
102,Barnebas,Apfel,Male,57,Manufacturing,Affluent Customer,Yes,2,05475 Elgar Place,4000,QLD,6,259,26.0,18-29,30.0,Major Cities of Australia,1.0,100.0,571.840880506
103,Nady,Withinshaw,Female,96,Financial Services,High Net Worth,No,8,7 Brentwood Circle,4000,QLD,7,641,54.0,50-59,30.0,Major Cities of Australia,1.0,100.0,557.4266572909801
104,Hamel,Curzey,Male,11,Financial Services,Mass Customer,Yes,9,6936 Homewood Avenue,4000,QLD,7,733,31.0,30-39,30.0,Major Cities of Australia,1.0,100.0,554.0922998759601
105,Blinnie,Roze,Female,84,Entertainment,High Net Worth,No,11,44557 Rutledge Court,4171,QLD,7,26,61.0,60-69,30.0,Major Cities of Australia,1.0,100.0,551.40030633098
106,Renell,Earley,Female,5,Financial Services,Mass Customer,Yes,11,79 Manufacturers Plaza,4171,QLD,5,500,67.0,60-69,30.0,Major Cities of Australia,1.0,100.0,541.20114073596
107,Rhona,De Freyne,Female,45,Health,High Net Worth,No,8,11184 East Drive,3056,VIC,10,30,61.0,60-69,20.0,Major Cities of Australia,1.0,100.0,538.83777866298
108,Hanson,Eastes,Male,74,Manufacturing,Mass Customer,Yes,5,5735 Starling Plaza,3056,VIC,9,395,31.0,30-39,20.0,Major Cities of Australia,1.0,100.0,571.10306773196
109,Sharron,Claibourn,Female,62,Financial Services,High Net Worth,Yes,17,555 Hermina Avenue,2280,NSW,8,30,42.0,40-49,10.0,Major Cities of Australia,1.0,100.0,552.8493222389801
110,Brien,Heaton,Male,70,Health,Mass Customer,Yes,12,8 Novick Trail,2470,NSW,2,32,70.0,60-69,11.0,Inner Regional Australia,0.9984119,99.8411855,549.2428472450698
111,Brien,Heaton,Male,70,Health,Mass Customer,Yes,12,8 Novick Trail,2470,NSW,2,32,70.0,60-69,12.0,Outer Regional Australia,0.0015881,0.1588145,553.4725135988501
112,Jenny,Massy,Female,82,Telecommunications,Mass Customer,Yes,10,6 Meadow Ridge Pass,2470,NSW,2,715,58.0,50-59,11.0,Inner Regional Australia,0.9984119,99.8411855,557.3770792450699
113,Jenny,Massy,Female,82,Telecommunications,Mass Customer,Yes,10,6 Meadow Ridge Pass,2470,NSW,2,715,58.0,50-59,12.0,Outer Regional Australia,0.0015881,0.1588145,561.6067455988502
114,Mikel,McNess,Male,71,Financial Services,Mass Customer,No,9,3 Pleasure Drive,4122,QLD,9,32,40.0,30-39,30.0,Major Cities of Australia,1.0,100.0,557.4882154039599
115,Cristie,Bence,Female,49,Financial Services,High Net Worth,No,9,3413 Schmedeman Court,4122,QLD,8,828,21.0,18-29,30.0,Major Cities of Australia,1.0,100.0,550.80448333098
116,Leeland,Borsi,Male,66,Telecommunications,High Net Worth,No,12,9 Stephen Center,4122,QLD,4,845,65.0,60-69,30.0,Major Cities of Australia,1.0,100.0,559.38459216298
117,Maisie,Maddox,Female,27,Financial Services,Affluent Customer,No,20,8 Dennis Point,3226,VIC,9,32,44.0,40-49,21.0,Inner Regional Australia,1.0,100.0,529.7764309920001
118,Guilbert,Bearns,Male,42,Financial Services,Mass Customer,Yes,5,47776 Packers Street,3226,VIC,8,845,39.0,30-39,21.0,Inner Regional Australia,1.0,100.0,550.63017447396
119,Farlie,Petford,Male,76,Financial Services,High Net Worth,No,13,2330 Butternut Trail,2017,NSW,10,36,53.0,50-59,10.0,Major Cities of Australia,1.0,100.0,547.40103393898
120,Mitchell,MacCague,Male,58,Manufacturing,Mass Customer,No,15,240 Acker Avenue,3190,VIC,8,38,42.0,40-49,20.0,Major Cities of Australia,1.0,100.0,553.0850635719598
121,Nico,Chadwick,Male,97,Financial Services,Affluent Customer,No,13,355 Roxbury Lane,3190,VIC,8,526,68.0,60-69,20.0,Major Cities of Australia,1.0,100.0,554.7864528899999
122,Garik,Whitwell,Male,44,Property,Mass Customer,Yes,13,04 Dexter Way,3280,VIC,2,38,66.0,60-69,21.0,Inner Regional Australia,1.0,100.0,551.3728322219599
123,Meriel,Tapp,Female,0,IT,Mass Customer,No,5,65 Milwaukee Hill,3280,VIC,2,114,26.0,18-29,21.0,Inner Regional Australia,1.0,100.0,528.49547001396
124,Antonin,Britt,Male,64,Manufacturing,Affluent Customer,Yes,8,011 Northland Trail,2160,NSW,9,40,28.0,18-29,10.0,Major Cities of Australia,1.0,100.0,564.435781014
125,Kort,Disley,Male,66,Health,Mass Customer,Yes,7,76 Donald Trail,2160,NSW,9,219,43.0,40-49,10.0,Major Cities of Australia,1.0,100.0,559.3863645799601
126,Sula,Thomann,Female,56,Financial Services,Mass Customer,No,6,7 Dayton Circle,2160,NSW,9,498,32.0,30-39,10.0,Major Cities of Australia,1.0,100.0,541.6605636279601
127,Shepherd,Dutchburn,Male,33,Financial Services,High Net Worth,Yes,9,8970 Anhalt Junction,2160,NSW,9,575,45.0,40-49,10.0,Major Cities of Australia,1.0,100.0,548.51518522698
128,Vinny,Incogna,Female,73,Health,High Net Worth,No,10,8 Grayhawk Circle,2756,NSW,8,40,69.0,60-69,10.0,Major Cities of Australia,0.7364959,73.6495853,538.1433207504512
129,Vinny,Incogna,Female,73,Health,High Net Worth,No,10,8 Grayhawk Circle,2756,NSW,8,40,69.0,60-69,11.0,Inner Regional Australia,0.2537579,25.3757869,527.7013906854143
130,Vinny,Incogna,Female,73,Health,High Net Worth,No,10,8 Grayhawk Circle,2756,NSW,8,40,69.0,60-69,12.0,Outer Regional Australia,0.0097463,0.9746278,538.8355583862359
131,Valerie,Pickover,Female,34,Financial Services,Mass Customer,No,9,92214 Spenser Road,2756,NSW,8,78,56.0,50-59,10.0,Major Cities of Australia,0.7364959,73.6495853,528.515928707431
132,Valerie,Pickover,Female,34,Financial Services,Mass Customer,No,9,92214 Spenser Road,2756,NSW,8,78,56.0,50-59,11.0,Inner Regional Australia,0.2537579,25.3757869,518.0739986423941
133,Valerie,Pickover,Female,34,Financial Services,Mass Customer,No,9,92214 Spenser Road,2756,NSW,8,78,56.0,50-59,12.0,Outer Regional Australia,0.0097463,0.9746278,529.2081663432158
134,Jeanne,Darte,Female,70,Financial Services,Mass Customer,Yes,11,3 Homewood Park,2756,NSW,7,206,66.0,60-69,10.0,Major Cities of Australia,0.7364959,73.6495853,548.0064635594312
135,Jeanne,Darte,Female,70,Financial Services,Mass Customer,Yes,11,3 Homewood Park,2756,NSW,7,206,66.0,60-69,11.0,Inner Regional Australia,0.2537579,25.3757869,537.5645334943943
136,Jeanne,Darte,Female,70,Financial Services,Mass Customer,Yes,11,3 Homewood Park,2756,NSW,7,206,66.0,60-69,12.0,Outer Regional Australia,0.0097463,0.9746278,548.6987011952159
137,Kariotta,Naper,Female,8,Health,Mass Customer,No,21,87 Crescent Oaks Alley,2756,NSW,10,676,69.0,60-69,10.0,Major Cities of Australia,0.7364959,73.6495853,520.161141851431
138,Kariotta,Naper,Female,8,Health,Mass Customer,No,21,87 Crescent Oaks Alley,2756,NSW,10,676,69.0,60-69,11.0,Inner Regional Australia,0.2537579,25.3757869,509.71921178639417
139,Kariotta,Naper,Female,8,Health,Mass Customer,No,21,87 Crescent Oaks Alley,2756,NSW,10,676,69.0,60-69,12.0,Outer Regional Australia,0.0097463,0.9746278,520.8533794872159
140,Colene,Fishleigh,Female,24,Financial Services,Mass Customer,No,3,44 Darwin Lane,3149,VIC,10,42,36.0,30-39,20.0,Major Cities of Australia,1.0,100.0,536.51103789196
141,Genni,Fanstone,Female,25,Entertainment,Mass Customer,No,16,1 Fair Oaks Alley,3149,VIC,10,475,49.0,40-49,20.0,Major Cities of Australia,1.0,100.0,532.9211719599599
142,Cliff,Philipsson,Male,82,Argiculture,Mass Customer,No,16,600 Artisan Drive,3149,VIC,10,500,55.0,50-59,20.0,Major Cities of Australia,1.0,100.0,550.4481699159599
143,Neile,Argent,Female,79,Retail,Mass Customer,No,8,2548 Arrowood Pass,2024,NSW,10,42,75.0,70+,10.0,Major Cities of Australia,1.0,100.0,546.47194211996
